01-01-2022;446600
02-01-2022;223800
03-01-2022;70800
04-01-2022;0
05-01-2022;0
06-01-2022;0
07-01-2022;160750
08-01-2022;67500
09-01-2022;167200
10-01-2022;20900
11-01-2022;0
12-01-2022;80000
13-01-2022;92000
14-01-2022;129500
15-01-2022;179650
16-01-2022;200950
17-01-2022;23650
18-01-2022;0
19-01-2022;72700
20-01-2022;45400
21-01-2022;112600
22-01-2022;0
23-01-2022;85600
24-01-2022;23900
25-01-2022;0
26-01-2022;107100
27-01-2022;150100
28-01-2022;129600
29-01-2022;204100
30-01-2022;91050
31-01-2022;79800
01-02-2022;70500
02-02-2022;93200
03-02-2022;0
04-02-2022;131200
05-02-2022;94800
06-02-2022;232850
07-02-2022;57100
08-02-2022;0
09-02-2022;0
10-02-2022;100700
11-02-2022;82100
12-02-2022;138500
13-02-2022;93824
14-02-2022;259800
15-02-2022;0
16-02-2022;0
17-02-2022;86800
18-02-2022;138000
19-02-2022;207900
20-02-2022;56800
21-02-2022;94300
22-02-2022;0
23-02-2022;72600
24-02-2022;167300
25-02-2022;57800
26-02-2022;175700
27-02-2022;100450
28-02-2022;88800
01-03-2022;0
02-03-2022;0
03-03-2022;147300
04-03-2022;181600
05-03-2022;150250
06-03-2022;117300
07-03-2022;47700
08-03-2022;0
09-03-2022;197950
10-03-2022;0
11-03-2022;169700
12-03-2022;212256
13-03-2022;188000
14-03-2022;34300
15-03-2022;0
16-03-2022;0
17-03-2022;79600
18-03-2022;147100
19-03-2022;145000
20-03-2022;111000
21-03-2022;37200
22-03-2022;0
23-03-2022;0
24-03-2022;96000
25-03-2022;134600
26-03-2022;95900
27-03-2022;113700
28-03-2022;0
29-03-2022;0
30-03-2022;54300
31-03-2022;50850
01-04-2022;145500
02-04-2022;136600
03-04-2022;111200
04-04-2022;0
05-04-2022;0
06-04-2022;53700
07-04-2022;61800
08-04-2022;260100
09-04-2022;52100
10-04-2022;73350
11-04-2022;0
12-04-2022;0
13-04-2022;45700
14-04-2022;149400
15-04-2022;176900
16-04-2022;144350
17-04-2022;133800
18-04-2022;0
19-04-2022;0
20-04-2022;45900
21-04-2022;101200
22-04-2022;172400
23-04-2022;0
24-04-2022;192900
25-04-2022;86250
26-04-2022;0
27-04-2022;145500
28-04-2022;112400
29-04-2022;147100
30-04-2022;236800
01-05-2022;195200
02-05-2022;0
03-05-2022;0
04-05-2022;90000
05-05-2022;111500
06-05-2022;72900
07-05-2022;161050
08-05-2022;85500
09-05-2022;55700
10-05-2022;45800
11-05-2022;63550
12-05-2022;57800
13-05-2022;129600
14-05-2022;141800
15-05-2022;87950
16-05-2022;0
17-05-2022;0
18-05-2022;60100
19-05-2022;54200
20-05-2022;175028
21-05-2022;139950
22-05-2022;71600
23-05-2022;0
24-05-2022;0
25-05-2022;104250
26-05-2022;10000
27-05-2022;194050
28-05-2022;104500
29-05-2022;298000
30-05-2022;0
31-05-2022;176700
01-06-2022;109500
02-06-2022;164800
03-06-2022;127600
04-06-2022;119400
05-06-2022;128600
06-06-2022;0
07-06-2022;24500
08-06-2022;71500
09-06-2022;70600
10-06-2022;218750
11-06-2022;191800
12-06-2022;97900
13-06-2022;0
14-06-2022;0
15-06-2022;56900
16-06-2022;108750
17-06-2022;114000
18-06-2022;119800
19-06-2022;210650
20-06-2022;40400
21-06-2022;27500
22-06-2022;64800
23-06-2022;52500
24-06-2022;127200
25-06-2022;117900
26-06-2022;192600
27-06-2022;79800
28-06-2022;103700
29-06-2022;86400
30-06-2022;52000
01-07-2022;110250
02-07-2022;126950
03-07-2022;89200
04-07-2022;66900
05-07-2022;0
06-07-2022;105700
07-07-2022;60200
08-07-2022;173300
09-07-2022;93900
10-07-2022;195400
11-07-2022;0
12-07-2022;36900
13-07-2022;216050
14-07-2022;92300
15-07-2022;165150
16-07-2022;196750
17-07-2022;160700
18-07-2022;0
19-07-2022;0
20-07-2022;157800
21-07-2022;81500
22-07-2022;164300
23-07-2022;90550
24-07-2022;73550
25-07-2022;0
26-07-2022;0
27-07-2022;104000
