01-01-2025;474400
02-01-2025;80200
03-01-2025;130800
04-01-2025;237600
05-01-2025;131950
06-01-2025;178500
07-01-2025;0
08-01-2025;17500
09-01-2025;77600
10-01-2025;155050
11-01-2025;204000
12-01-2025;311000
13-01-2025;130300
14-01-2025;0
15-01-2025;132700
16-01-2025;122400
17-01-2025;100200
18-01-2025;91300
19-01-2025;215300
20-01-2025;139100
21-01-2025;0
22-01-2025;218600
23-01-2025;123150
24-01-2025;102150
25-01-2025;133800
26-01-2025;142300
27-01-2025;140100
28-01-2025;0
29-01-2025;0
30-01-2025;110300
31-01-2025;196100
01-02-2025;175700
02-02-2025;153200
03-02-2025;177000
04-02-2025;0
05-02-2025;139000
06-02-2025;127700
07-02-2025;234900
08-02-2025;226900
09-02-2025;204500
10-02-2025;50800
11-02-2025;0
12-02-2025;0
13-02-2025;111600
14-02-2025;357600
15-02-2025;71100
16-02-2025;171100
17-02-2025;39900
18-02-2025;0
19-02-2025;0
20-02-2025;78700
21-02-2025;143400
22-02-2025;151300
23-02-2025;253150
24-02-2025;56800
25-02-2025;0
26-02-2025;87600
27-02-2025;75900
28-02-2025;233650
01-03-2025;319300
02-03-2025;272900
03-03-2025;89200
04-03-2025;0
05-03-2025;52800
06-03-2025;83200
07-03-2025;169900
08-03-2025;240200
09-03-2025;117800
10-03-2025;102650
11-03-2025;0
12-03-2025;28400
13-03-2025;63900
14-03-2025;106100
15-03-2025;92600
16-03-2025;73200
17-03-2025;71800
18-03-2025;0
19-03-2025;85200
20-03-2025;47100
21-03-2025;216200
22-03-2025;285800
23-03-2025;161400
24-03-2025;98900
25-03-2025;0
26-03-2025;118500
27-03-2025;53900
28-03-2025;103700
29-03-2025;252200
30-03-2025;168540
31-03-2025;92000
01-04-2025;0
02-04-2025;0
03-04-2025;132500
04-04-2025;157500
05-04-2025;407350
06-04-2025;133600
07-04-2025;0
08-04-2025;0
09-04-2025;0
10-04-2025;146200
11-04-2025;147700
12-04-2025;217800
13-04-2025;163800
14-04-2025;46300
15-04-2025;0
16-04-2025;47300
17-04-2025;288800
18-04-2025;105200
19-04-2025;307500
20-04-2025;92400
21-04-2025;28000
22-04-2025;0
23-04-2025;84200
24-04-2025;0
25-04-2025;309850
26-04-2025;150800
27-04-2025;182900
28-04-2025;0
29-04-2025;0
30-04-2025;346400
01-05-2025;361100
02-05-2025;124900
03-05-2025;136600
04-05-2025;162100
05-05-2025;71400
06-05-2025;0
07-05-2025;87300
08-05-2025;167300
09-05-2025;115700
10-05-2025;224200
11-05-2025;183700
12-05-2025;38500
13-05-2025;0
14-05-2025;91300
15-05-2025;137500
16-05-2025;331850
17-05-2025;318400
18-05-2025;205700
19-05-2025;0
20-05-2025;0
21-05-2025;120400
22-05-2025;110050
23-05-2025;239300
24-05-2025;176500
25-05-2025;75500
26-05-2025;0
27-05-2025;0
28-05-2025;98000
29-05-2025;101100
30-05-2025;255300
31-05-2025;283700
01-06-2025;145100
02-06-2025;45300
03-06-2025;0
04-06-2025;74700
05-06-2025;118600
06-06-2025;185800
07-06-2025;264900
08-06-2025;149800
09-06-2025;57900
10-06-2025;0
11-06-2025;0
12-06-2025;152900
13-06-2025;276800
14-06-2025;208100
15-06-2025;50900
16-06-2025;58400
17-06-2025;0
18-06-2025;243400
19-06-2025;234300
20-06-2025;233800
21-06-2025;60800
22-06-2025;103250
23-06-2025;73200
24-06-2025;0
25-06-2025;178900
26-06-2025;207200
27-06-2025;177200
28-06-2025;201300
29-06-2025;328700
30-06-2025;114900
01-07-2025;0
02-07-2025;0
03-07-2025;143400
04-07-2025;287400
05-07-2025;292200
06-07-2025;231200
07-07-2025;124600
08-07-2025;0
09-07-2025;85600
10-07-2025;214000
11-07-2025;227250
12-07-2025;126500
13-07-2025;187600
14-07-2025;114100
15-07-2025;0
16-07-2025;129600
17-07-2025;132200
18-07-2025;350300
19-07-2025;126400
20-07-2025;194500
21-07-2025;55400
22-07-2025;0
23-07-2025;64700
24-07-2025;236200
25-07-2025;153100
26-07-2025;283700
27-07-2025;214600
28-07-2025;18900
29-07-2025;0
30-07-2025;227900
31-07-2025;114700
01-08-2025;266600
02-08-2025;280300
03-08-2025;121500
04-08-2025;123600
05-08-2025;0
06-08-2025;0
07-08-2025;0
08-08-2025;227600
09-08-2025;335000
10-08-2025;257900
11-08-2025;95600
12-08-2025;0
13-08-2025;83700
14-08-2025;142300
15-08-2025;229800
16-08-2025;63900
17-08-2025;0
18-08-2025;32400
19-08-2025;0
20-08-2025;103701
21-08-2025;100800
22-08-2025;197500
23-08-2025;162600
24-08-2025;201700
25-08-2025;52500
26-08-2025;0
27-08-2025;80100
28-08-2025;81700
29-08-2025;446900
30-08-2025;201700
31-08-2025;234400
01-09-2025;155900
02-09-2025;0
03-09-2025;141600
04-09-2025;74200
05-09-2025;185200
06-09-2025;239600
07-09-2025;92200
08-09-2025;106400
09-09-2025;0
10-09-2025;131850
11-09-2025;134700
12-09-2025;195900
13-09-2025;155500
14-09-2025;170300
15-09-2025;136900
16-09-2025;0
17-09-2025;0
18-09-2025;0
19-09-2025;0
20-09-2025;219100
21-09-2025;117600
22-09-2025;150900
23-09-2025;0
24-09-2025;130200
25-09-2025;112500
26-09-2025;302000
27-09-2025;306200
28-09-2025;184300
29-09-2025;94400
30-09-2025;0
01-10-2025;49700
02-10-2025;108500
03-10-2025;223500
04-10-2025;315900
05-10-2025;147600
06-10-2025;213400
07-10-2025;0
08-10-2025;73600
09-10-2025;64700
10-10-2025;152300
11-10-2025;208400
12-10-2025;124100
13-10-2025;0
14-10-2025;0
15-10-2025;0
16-10-2025;129100
17-10-2025;352600
18-10-2025;125600
19-10-2025;139900
20-10-2025;0
21-10-2025;0
22-10-2025;23000
23-10-2025;115600
24-10-2025;92900
25-10-2025;84800
26-10-2025;70500
27-10-2025;105900
28-10-2025;0
29-10-2025;100400
30-10-2025;250200
31-10-2025;476300
01-11-2025;131100
02-11-2025;221200
03-11-2025;34300
04-11-2025;0
05-11-2025;168200
06-11-2025;98600
07-11-2025;126200
08-11-2025;284700
09-11-2025;177800
10-11-2025;106500
11-11-2025;0
12-11-2025;0
13-11-2025;29000
14-11-2025;168000
15-11-2025;186000
16-11-2025;108600
17-11-2025;0
18-11-2025;0
19-11-2025;0
20-11-2025;0
21-11-2025;0
22-11-2025;0
23-11-2025;0
24-11-2025;0
25-11-2025;0
26-11-2025;0
27-11-2025;0
28-11-2025;0
29-11-2025;0
30-11-2025;0
