01-01-2024;656450
02-01-2024;49700
03-01-2024;0
04-01-2024;64700
05-01-2024;248100
06-01-2024;160400
07-01-2024;133810
08-01-2024;0
09-01-2024;0
10-01-2024;0
11-01-2024;0
12-01-2024;88900
13-01-2024;98550
14-01-2024;106000
15-01-2024;0
16-01-2024;0
17-01-2024;90450
18-01-2024;65300
19-01-2024;126650
20-01-2024;122250
21-01-2024;178000
22-01-2024;0
23-01-2024;0
24-01-2024;134900
25-01-2024;95300
26-01-2024;69250
27-01-2024;250000
28-01-2024;117600
29-01-2024;0
30-01-2024;41800
31-01-2024;194250
01-02-2024;46300
02-02-2024;140900
03-02-2024;111000
04-02-2024;73300
05-02-2024;0
06-02-2024;0
07-02-2024;133650
08-02-2024;92600
09-02-2024;144000
10-02-2024;57300
11-02-2024;114200
12-02-2024;0
13-02-2024;0
14-02-2024;327900
15-02-2024;51200
16-02-2024;48500
17-02-2024;105000
18-02-2024;130000
19-02-2024;0
20-02-2024;0
21-02-2024;103700
22-02-2024;180950
23-02-2024;98900
24-02-2024;106600
25-02-2024;230900
26-02-2024;0
27-02-2024;0
28-02-2024;117700
29-02-2024;110700
01-03-2024;155500
02-03-2024;116700
03-03-2024;196200
04-03-2024;0
05-03-2024;0
06-03-2024;85800
07-03-2024;73700
08-03-2024;147950
09-03-2024;149700
10-03-2024;87700
11-03-2024;0
12-03-2024;0
13-03-2024;70700
14-03-2024;95700
15-03-2024;142300
16-03-2024;109800
17-03-2024;101600
18-03-2024;0
19-03-2024;0
20-03-2024;68900
21-03-2024;55500
22-03-2024;169100
23-03-2024;259100
24-03-2024;44800
25-03-2024;0
26-03-2024;0
27-03-2024;122000
28-03-2024;170000
29-03-2024;195300
30-03-2024;129600
31-03-2024;176900
01-04-2024;0
02-04-2024;0
03-04-2024;62250
04-04-2024;144500
05-04-2024;116000
06-04-2024;174400
07-04-2024;139600
08-04-2024;0
09-04-2024;0
10-04-2024;58700
11-04-2024;10000
12-04-2024;168900
13-04-2024;263250
14-04-2024;120400
15-04-2024;0
16-04-2024;0
17-04-2024;137400
18-04-2024;49400
19-04-2024;148600
20-04-2024;129100
21-04-2024;160900
22-04-2024;0
23-04-2024;0
24-04-2024;74100
25-04-2024;96600
26-04-2024;97600
27-04-2024;308350
28-04-2024;183500
29-04-2024;0
30-04-2024;177000
01-05-2024;360600
02-05-2024;0
03-05-2024;77400
04-05-2024;163000
05-05-2024;53900
06-05-2024;0
07-05-2024;0
08-05-2024;172950
09-05-2024;0
10-05-2024;96300
11-05-2024;118300
12-05-2024;207300
13-05-2024;0
14-05-2024;0
15-05-2024;204800
16-05-2024;114100
17-05-2024;205300
18-05-2024;226600
19-05-2024;176500
20-05-2024;94750
21-05-2024;0
22-05-2024;18400
23-05-2024;65300
24-05-2024;196500
25-05-2024;57400
26-05-2024;83800
27-05-2024;0
28-05-2024;0
29-05-2024;100400
30-05-2024;84900
31-05-2024;171500
01-06-2024;209000
02-06-2024;74300
03-06-2024;0
04-06-2024;0
05-06-2024;91200
06-06-2024;116000
07-06-2024;193150
08-06-2024;246550
09-06-2024;95300
10-06-2024;0
11-06-2024;0
12-06-2024;202650
13-06-2024;168600
14-06-2024;205000
15-06-2024;156600
16-06-2024;149350
17-06-2024;78800
18-06-2024;0
19-06-2024;106100
20-06-2024;74300
21-06-2024;179950
22-06-2024;138550
23-06-2024;116300
24-06-2024;108700
25-06-2024;0
26-06-2024;76800
27-06-2024;90760
28-06-2024;243600
29-06-2024;107750
30-06-2024;204400
01-07-2024;150100
02-07-2024;0
03-07-2024;93000
04-07-2024;63800
05-07-2024;197000
06-07-2024;251600
07-07-2024;191800
08-07-2024;34100
09-07-2024;0
10-07-2024;258550
11-07-2024;54300
12-07-2024;147700
13-07-2024;309700
14-07-2024;181300
15-07-2024;27900
16-07-2024;0
17-07-2024;92600
18-07-2024;43900
19-07-2024;132300
20-07-2024;241000
21-07-2024;160400
22-07-2024;84800
23-07-2024;0
24-07-2024;88900
25-07-2024;141400
26-07-2024;201650
27-07-2024;160400
28-07-2024;133150
29-07-2024;0
30-07-2024;0
31-07-2024;110279
01-08-2024;148000
02-08-2024;196600
03-08-2024;263900
04-08-2024;200150
05-08-2024;31500
06-08-2024;0
07-08-2024;76200
08-08-2024;135200
09-08-2024;190700
10-08-2024;155200
11-08-2024;67000
12-08-2024;52300
13-08-2024;0
14-08-2024;98400
15-08-2024;159800
16-08-2024;114100
17-08-2024;164600
18-08-2024;153600
19-08-2024;26600
20-08-2024;0
21-08-2024;30750
22-08-2024;28400
23-08-2024;288700
24-08-2024;160400
25-08-2024;126200
26-08-2024;45300
27-08-2024;0
28-08-2024;84800
29-08-2024;89500
30-08-2024;179490
31-08-2024;152100
01-09-2024;232000
02-09-2024;18400
03-09-2024;0
04-09-2024;64150
05-09-2024;248450
06-09-2024;134500
07-09-2024;96100
08-09-2024;174900
09-09-2024;10000
10-09-2024;0
11-09-2024;54250
12-09-2024;62900
13-09-2024;179350
14-09-2024;88900
15-09-2024;155850
16-09-2024;114000
17-09-2024;0
18-09-2024;0
19-09-2024;0
20-09-2024;199600
21-09-2024;145300
22-09-2024;211000
23-09-2024;65200
24-09-2024;0
25-09-2024;68800
26-09-2024;122500
27-09-2024;156700
28-09-2024;217450
29-09-2024;188650
30-09-2024;98800
01-10-2024;0
02-10-2024;74050
03-10-2024;0
04-10-2024;0
05-10-2024;0
06-10-2024;0
07-10-2024;0
08-10-2024;0
09-10-2024;0
10-10-2024;0
11-10-2024;116100
12-10-2024;224900
13-10-2024;137900
14-10-2024;53700
15-10-2024;0
16-10-2024;59800
17-10-2024;83500
18-10-2024;115300
19-10-2024;245950
20-10-2024;63900
21-10-2024;52550
22-10-2024;0
23-10-2024;154300
24-10-2024;138300
25-10-2024;126650
26-10-2024;207600
27-10-2024;138900
28-10-2024;147300
29-10-2024;0
30-10-2024;218350
31-10-2024;306100
01-11-2024;153700
02-11-2024;167800
03-11-2024;130800
04-11-2024;41300
